Area_Name,Area,BHK,Bathroom,Transaction,Furnishing,Type,Price
malviya nagar,1700,3,3,New_Property,Unfurnished,Builder_Floor,30000000
dilshad garden,900,2,2,Resale,Furnished,Builder_Floor,6900000
dilshad garden,400,1,1,Resale,Unfurnished,Builder_Floor,3600000
dilshad garden,900,3,2,Resale,Semi-Furnished,Apartment,13500000
dilshad garden,1000,3,2,Resale,Furnished,Apartment,9200000
dilshad garden,1700,3,2,Resale,Furnished,Apartment,17000000
dilshad garden,800,3,2,Resale,Semi-Furnished,Apartment,9030000
dilshad garden,750,2,1,New_Property,Semi-Furnished,Apartment,6500000
dilshad garden,1800,3,3,New_Property,Semi-Furnished,Builder_Floor,15000000
dilshad garden,350,1,1,Resale,Unfurnished,Apartment,4200000
dilshad garden,500,2,1,Resale,Furnished,Apartment,5800000
dilshad garden,900,3,2,Resale,Semi-Furnished,Apartment,4800000
dilshad garden,800,2,2,Resale,Semi-Furnished,Apartment,7500000
dilshad garden,350,1,1,Resale,Unfurnished,Apartment,3000000
dilshad garden,500,1,1,Resale,Semi-Furnished,Builder_Floor,2600000
dilshad garden,1450,2,2,Resale,Unfurnished,Apartment,7000000
dilshad garden,800,2,2,Resale,Unfurnished,Builder_Floor,6000000
dilshad garden,1000,2,2,Resale,Semi-Furnished,Apartment,6700000
dilshad garden,1000,3,3,Resale,Furnished,Apartment,9500000
dilshad garden,1600,3,2,Resale,Semi-Furnished,Apartment,17000000
vasundhara enclave,1450,3,2,Resale,Furnished,Apartment,14000000
vasundhara enclave,1450,3,3,Resale,Semi-Furnished,Apartment,11600000
vasundhara enclave,1150,3,3,Resale,Semi-Furnished,Apartment,12000000
vasundhara enclave,1300,3,2,Resale,Semi-Furnished,Apartment,9800000
new delhi,1350,3,3,Resale,Semi-Furnished,Apartment,12000000
vasundhara enclave,1350,3,3,Resale,Semi-Furnished,Apartment,12000000
vasundhara enclave,1200,3,2,Resale,Semi-Furnished,Apartment,12500000
vasundhara enclave,1100,2,2,Resale,Unfurnished,Apartment,7200000
vasundhara enclave,1500,3,3,Resale,Furnished,Apartment,15000000
vasundhara enclave,1050,2,2,Resale,Semi-Furnished,Apartment,10000000
vasundhara enclave,1350,3,3,Resale,Semi-Furnished,Apartment,11000000
okhla,1500,2,2,New_Property,Furnished,Apartment,24700000
okhla,450,1,1,New_Property,Semi-Furnished,Builder_Floor,1700000
okhla,900,2,2,Resale,Unfurnished,Apartment,11000000
okhla,2500,4,4,Resale,Semi-Furnished,Builder_Floor,75000000
okhla,1000,2,2,Resale,Unfurnished,Builder_Floor,11700000
okhla,750,3,2,Resale,Furnished,Apartment,13500000
okhla,900,3,2,Resale,Furnished,Builder_Floor,5500000
okhla,1500,3,2,Resale,Semi-Furnished,Apartment,16000000
okhla,750,2,2,Resale,Semi-Furnished,Builder_Floor,3800000
okhla,1100,3,3,Resale,Semi-Furnished,Apartment,12500000
okhla,550,2,1,Resale,Semi-Furnished,Apartment,1600000
okhla,750,3,2,Resale,Semi-Furnished,Builder_Floor,2400000
okhla,3150,4,5,New_Property,Semi-Furnished,Builder_Floor,61500000
okhla,2000,4,4,Resale,Semi-Furnished,Builder_Floor,27500000
karol bagh,2000,4,4,New_Property,Semi-Furnished,Apartment,39700000
karol bagh,1500,3,3,Resale,Unfurnished,Apartment,16000000
karol bagh,1600,3,3,New_Property,Semi-Furnished,Builder_Floor,24000000
karol bagh,950,2,2,Resale,Furnished,Apartment,12500000
karol bagh,1200,3,2,Resale,Semi-Furnished,Builder_Floor,14500000
karol bagh,1200,3,2,Resale,Semi-Furnished,Apartment,20900000
karol bagh,2200,3,3,New_Property,Semi-Furnished,Apartment,43100000
kirti nagar,2800,4,4,Resale,Unfurnished,Apartment,40000000
moti nagar,2800,4,4,Resale,Unfurnished,Apartment,40000000
kirti nagar,900,2,2,Resale,Semi-Furnished,Apartment,6700000
moti nagar,900,2,2,Resale,Semi-Furnished,Apartment,6700000
kirti nagar,1250,3,2,Resale,Semi-Furnished,Apartment,16000000
moti nagar,1250,3,2,Resale,Semi-Furnished,Apartment,16000000
kirti nagar,900,3,2,Resale,Unfurnished,Builder_Floor,8000000
moti nagar,900,3,2,Resale,Unfurnished,Builder_Floor,8000000
kirti nagar,1400,3,2,Resale,Semi-Furnished,Apartment,17500000
moti nagar,1400,3,2,Resale,Semi-Furnished,Apartment,17500000
kirti nagar,1450,3,3,New_Property,Semi-Furnished,Apartment,15000000
moti nagar,1450,3,3,New_Property,Semi-Furnished,Apartment,15000000
kirti nagar,2800,4,5,Resale,Semi-Furnished,Apartment,42500000
moti nagar,2800,4,5,Resale,Semi-Furnished,Apartment,42500000
kirti nagar,1550,3,2,Resale,Unfurnished,Apartment,19500000
moti nagar,1550,3,2,Resale,Unfurnished,Apartment,19500000
punjabi bagh,2100,3,3,Resale,Semi-Furnished,Builder_Floor,25000000
punjabi bagh,2500,4,4,New_Property,Semi-Furnished,Builder_Floor,80000000
punjabi bagh,2250,3,3,Resale,Semi-Furnished,Apartment,20500000
punjabi bagh,2250,4,4,New_Property,Unfurnished,Builder_Floor,37500000
punjabi bagh,800,2,2,Resale,Semi-Furnished,Apartment,7500000
punjabi bagh,1450,3,3,Resale,Semi-Furnished,Builder_Floor,32500000
punjabi bagh,1800,3,3,New_Property,Semi-Furnished,Builder_Floor,27500000
punjabi bagh,3500,4,4,New_Property,Furnished,Builder_Floor,75100000
punjabi bagh,1000,2,2,Resale,Semi-Furnished,Apartment,7800000
punjabi bagh,900,2,2,Resale,Semi-Furnished,Builder_Floor,15000000
punjabi bagh,1800,3,3,Resale,Furnished,Builder_Floor,27500000
punjabi bagh,1350,3,3,Resale,Unfurnished,Apartment,23500000
new delhi,800,2,2,Resale,Semi-Furnished,Builder_Floor,8000000
kalkaji,800,2,2,Resale,Semi-Furnished,Builder_Floor,8000000
kalkaji,1150,2,3,Resale,Semi-Furnished,Apartment,16100000
Other,900,3,3,New_Property,Semi-Furnished,Builder_Floor,6800000
kalkaji,900,3,3,New_Property,Semi-Furnished,Builder_Floor,6800000
kalkaji,1050,2,2,Resale,Unfurnished,Apartment,9000000
kalkaji,1000,2,2,Resale,Semi-Furnished,Builder_Floor,18000000
kalkaji,1550,3,3,Resale,Unfurnished,Builder_Floor,27500000
kalkaji,1300,3,2,Resale,Unfurnished,Apartment,13500000
kalkaji,900,2,2,Resale,Furnished,Builder_Floor,9000000
kalkaji,1200,2,2,Resale,Unfurnished,Apartment,16000000
kalkaji,1000,2,3,Resale,Semi-Furnished,Apartment,11000000
hauz khas,1800,3,3,New_Property,Semi-Furnished,Builder_Floor,43500000
hauz khas,6000,5,5,New_Property,Semi-Furnished,Apartment,180000000
hauz khas,1800,4,4,New_Property,Semi-Furnished,Builder_Floor,80000000
hauz khas,2000,3,3,Resale,Unfurnished,Apartment,37500000
hauz khas,2050,3,3,New_Property,Semi-Furnished,Builder_Floor,71000000
hauz khas,1100,3,3,Resale,Unfurnished,Apartment,18500000
hauz khas,4500,4,4,New_Property,Semi-Furnished,Builder_Floor,70000000
hauz khas,4500,4,5,New_Property,Semi-Furnished,Builder_Floor,85000000
hauz khas,6500,4,5,New_Property,Unfurnished,Builder_Floor,190000000
hauz khas,1750,3,3,Resale,Unfurnished,Builder_Floor,35000000
hauz khas,3600,4,4,New_Property,Semi-Furnished,Builder_Floor,65000000
hauz khas,1200,2,2,Resale,Furnished,Builder_Floor,27500000
hauz khas,1500,3,4,Resale,Unfurnished,Builder_Floor,45000000
hauz khas,2250,4,4,New_Property,Unfurnished,Builder_Floor,100000000
hauz khas,1800,3,4,New_Property,Semi-Furnished,Builder_Floor,47000000
hauz khas,1600,3,4,Resale,Semi-Furnished,Builder_Floor,27500000
hauz khas,2800,4,5,New_Property,Semi-Furnished,Builder_Floor,70000000
hauz khas,1700,3,3,Resale,Semi-Furnished,Apartment,36500000
hauz khas,2400,4,5,Resale,Unfurnished,Builder_Floor,65000000
hauz khas,2100,4,5,New_Property,Semi-Furnished,Builder_Floor,56000000
hauz khas,5400,4,4,Resale,Unfurnished,Builder_Floor,110000000
hauz khas,1250,3,3,Resale,Semi-Furnished,Builder_Floor,24000000
hauz khas,2300,4,4,New_Property,Semi-Furnished,Builder_Floor,102500000
hauz khas,2700,4,4,New_Property,Semi-Furnished,Builder_Floor,100000000
hauz khas,1450,3,3,New_Property,Semi-Furnished,Builder_Floor,45000000
chittaranjan park,1600,3,3,New_Property,Semi-Furnished,Builder_Floor,33500000
chittaranjan park,2600,4,5,New_Property,Semi-Furnished,Builder_Floor,62500000
chittaranjan park,1700,3,3,New_Property,Semi-Furnished,Builder_Floor,47500000
chittaranjan park,1200,3,3,New_Property,Semi-Furnished,Builder_Floor,22500000
chittaranjan park,1200,3,3,New_Property,Unfurnished,Builder_Floor,22000000
chittaranjan park,1200,3,3,New_Property,Semi-Furnished,Builder_Floor,22200000
chittaranjan park,1450,3,3,Resale,Semi-Furnished,Builder_Floor,22500000
chittaranjan park,1000,2,2,Resale,Semi-Furnished,Apartment,7500000
chittaranjan park,1650,3,3,New_Property,Unfurnished,Builder_Floor,35000000
kalkaji,1350,3,2,Resale,Semi-Furnished,Builder_Floor,17500000
chittaranjan park,1800,4,4,New_Property,Semi-Furnished,Builder_Floor,40000000
chittaranjan park,1900,3,4,New_Property,Semi-Furnished,Builder_Floor,28500000
chittaranjan park,1800,3,3,Resale,Semi-Furnished,Builder_Floor,29000000
chittaranjan park,1200,3,2,Resale,Semi-Furnished,Builder_Floor,15500000
kalkaji,1800,3,3,Resale,Semi-Furnished,Builder_Floor,26000000
chittaranjan park,1200,3,3,Resale,Semi-Furnished,Builder_Floor,16500000
chittaranjan park,1050,3,2,Resale,Semi-Furnished,Builder_Floor,12500000
chittaranjan park,11050,3,3,New_Property,Unfurnished,Builder_Floor,18500000
